0.0,1.9355125168566232
1.0,1.7018768774190076
2.0,8.045307194559644
3.0,8.886632075869098
4.0,14.871913538603149
5.0,15.953967253367502
6.0,20.195101780397728
7.0,22.741196062689028
8.0,25.187569566920835
9.0,27.62667636396525
10.0,29.884270593540975
11.0,33.53465038190628
12.0,37.58074486972129
13.0,39.88321124870247
14.0,41.82683727215015
15.0,45.544162656554306
16.0,50.06356073266707
17.0,52.810689001495085
18.0,52.74992175196404
19.0,57.14753059738188
20.0,61.18844715521322
21.0,65.40025505650037
22.0,63.42480446671699
23.0,71.29040018659171
24.0,75.31693607307788
25.0,73.4697112281025
26.0,79.20483270900503
27.0,81.11485122032268
28.0,84.1246720821801
29.0,88.18744729383411
30.0,91.96896311384226
31.0,92.43636360929375
32.0,98.28887752029947
33.0,102.25135879007128
34.0,104.01921328444666
35.0,106.0936326837703
36.0,107.4271350161675
37.0,111.47285590151907
38.0,113.65865830777086
39.0,115.56973403055561
40.0,120.78114298658323
41.0,125.45172838805514
42.0,127.19860353173968
43.0,129.0528419506402
44.0,134.1137130558496
45.0,136.92267151064163
46.0,136.67401805334524
47.0,140.02026415532848
48.0,146.53301004343552
49.0,149.04038784816788
50.0,151.96066657457683
51.0,155.7860665568535
52.0,158.136295405284
53.0,161.91667630378052
54.0,163.2658967006369
55.0,167.67528983348092
56.0,169.59042688594215
57.0,173.1646299627217
58.0,174.0346992601365
59.0,178.78085430758193
60.0,180.33522433769352
61.0,185.3304471869164
62.0,187.31735464306954
63.0,191.30058764632406
64.0,193.50904783191072
65.0,195.80539254289255
66.0,198.4764661407136
67.0,202.49046697944792
68.0,205.5290680929168
69.0,206.53277705168748
70.0,209.7134750934444
71.0,214.26770269738566
72.0,215.63748299929895
73.0,221.117854432142
74.0,221.6054456917927
75.0,226.29646557636048
76.0,227.64369858109276
77.0,233.09702340327345
78.0,236.06884116812193
79.0,238.53201052293684
80.0,241.61611552554947
81.0,243.75335341120885
82.0,247.81478015823566
83.0,250.6820125849133
84.0,253.35299902652494
85.0,256.31423177322233
86.0,261.1685912521509
87.0,263.05771113155123
88.0,265.17420409415996
89.0,268.0860326872802
90.0,272.43518209810867
91.0,273.3991896903903
92.0,278.40590196710855
93.0,280.6366718122836
94.0,282.36648867283697
95.0,287.4400566378019
96.0,289.8070734311506
97.0,291.7558219549752
98.0,293.871989846512
99.0,300.37076867494665
